query,id,timestamp_utc,local_time,user_screen_name,text,possibly_sensitive,retweet_count,like_count,reply_count,lang,to_username,to_userid,to_tweetid,source_name,source_url,user_location,lat,lng,user_id,user_name,user_verified,user_description,user_url,user_image,user_tweets,user_followers,user_friends,user_likes,user_lists,user_created_at,user_timestamp_utc,collected_via,match_query,retweeted_id,retweeted_user,retweeted_user_id,retweeted_timestamp_utc,quoted_id,quoted_user,quoted_user_id,quoted_timestamp_utc,collection_time,url,place_country_code,place_name,place_type,place_coordinates,links,domains,media_urls,media_files,media_types,mentioned_names,mentioned_ids,hashtags,intervention_type,intervention_text,intervention_url
from:@taniki #tutotal2022,1450042696786223104,1634552094,2021-10-18T10:14:54,taniki,@franceinfo #tutotal2022 -1 @Fabien_Roussel,,0,0,0,und,franceinfo,38395124,1449995957312147457,Twitter Web App,https://mobile.twitter.com,Kastalien,,,1740241,𐌕𐌊 🔨🦊✒️,0,platform communism | currently : data playmaker @datagouvfr ~ @etalab ~ @_dinum | also : @gallicalol,http://11d.im,https://pbs.twimg.com/profile_images/482433861641437184/RfnnGkwB_normal.jpeg,15550,911,401,13909,94,2007-03-21T12:37:42,1174480662,scraping,1,,,,,,,,,2021-10-25T14:09:00.665266,https://twitter.com/taniki/statuses/1450042696786223104,,,,,,,,,,fabien_roussel|franceinfo,1324449588|38395124,tutotal2022,,,
