query,id,timestamp_utc,local_time,user_screen_name,text,possibly_sensitive,retweet_count,like_count,reply_count,lang,to_username,to_userid,to_tweetid,source_name,source_url,user_location,lat,lng,user_id,user_name,user_verified,user_description,user_url,user_image,user_tweets,user_followers,user_friends,user_likes,user_lists,user_created_at,user_timestamp_utc,collected_via,match_query,retweeted_id,retweeted_user,retweeted_user_id,retweeted_timestamp_utc,quoted_id,quoted_user,quoted_user_id,quoted_timestamp_utc,collection_time,url,place_country_code,place_name,place_type,place_coordinates,links,domains,media_urls,media_files,media_types,mentioned_names,mentioned_ids,hashtags,intervention_type,intervention_text,intervention_url
from:@stefw #tutotal2022,1433474748630110208,1630601987,2021-09-02T16:59:47,stefw,@FranceInsoumise @JulieGarnierFI @HToucel @JLMelenchon #tutotal2022 +1,,0,0,0,und,FranceInsoumise,4897361049,1433474437970644999,Twitter Web App,https://mobile.twitter.com,"Lille, France",,,6017022,Stéphane Wharton,0,"Film Maker & Photographer based in #lille, #politics, #beachlife , #velorution, #skateanywhere",https://stefw.fr,https://pbs.twimg.com/profile_images/1274369719072669696/XvD9tXbS_normal.jpg,260,409,479,723,17,2007-05-13T22:28:40,1179095320,scraping,1,,,,,,,,,2021-09-09T20:09:12.270457,https://twitter.com/stefw/statuses/1433474748630110208,,,,,,,,,,franceinsoumise|htoucel|jlmelenchon|juliegarnierfi,4897361049|1296891514061234181|80820758|1090985934357700608,tutotal2022,,,
